Supplementary Table 1. Isolates used in the study,,,,,,,
,,,,,,,
Name of isolate (tree name),Laboratory number,Accession number,Year of isolation,Continent,Region within continent,Country,Source
10060_5_13_IndoA153_2010,A153,ERR331216,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_14_IndoA154_2009,A154,ERR331217,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_15_IndoA155_2006,A155,ERR331218,2006,Asia,Southeast Asia,Indonesia,Blood
10060_5_16_IndoA156_2007,A156,ERR331219,2007,Asia,Southeast Asia,Indonesia,Blood
10060_5_17_IndoA158_2009,A158,ERR331220,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_18_IndoA160_2006,A160,ERR331221,2006,Asia,Southeast Asia,Indonesia,Blood
10060_5_21_IndoA173_2009,A173,ERR331224,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_22_IndoA174_2011,A174,ERR331225,2011,Asia,Southeast Asia,Indonesia,Blood
10060_5_23_IndoA178_2009,A178,ERR331226,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_24_IndoA180_2009,A180,ERR331227,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_26_IndoA235_2009,A235,ERR331229,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_27_IndoA236_2009,A236,ERR331230,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_28_IndoA237_2010,A237,ERR331231,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_29_IndoA238_2009,A238,ERR331232,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_30_IndoA239_2009,A239,ERR331233,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_31_IndoA240_2010,A240,ERR331234,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_33_IndoA243_2011,A243,ERR331236,2011,Asia,Southeast Asia,Indonesia,Blood
10060_5_34_IndoA244_2011,A244,ERR331237,2011,Asia,Southeast Asia,Indonesia,Blood
10060_5_35_IndoA245_2009,A245,ERR331238,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_36_IndoA246_2010,A246,ERR331239,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_37_IndoA247_2010,A247,ERR331240,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_38_IndoA248_2009,A248,ERR331241,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_39_IndoA249_2010,A249,ERR331242,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_40_IndoA250_2009,A250,ERR331243,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_41_IndoA252_2011,A252,ERR331244,2011,Asia,Southeast Asia,Indonesia,Blood
10060_5_42_IndoA253_2009,A253,ERR331245,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_44_IndoA255_2011,A255,ERR331247,2011,Asia,Southeast Asia,Indonesia,Blood
10060_5_45_IndoA256_2010,A256,ERR331248,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_46_IndoA257_2010,A257,ERR331249,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_47_IndoA258_2009,A258,ERR331250,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_48_IndoA259_2010,A259,ERR331251,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_49_IndoA261_2009,A261,ERR331252,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_50_IndoA262_2010,A262,ERR331253,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_51_IndoA263_2009,A263,ERR331254,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_53_IndoA265_2010,A265,ERR331256,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_54_IndoA266_2010,A266,ERR331257,2010,Asia,Southeast Asia,Indonesia,Blood
10060_5_55_IndoA267_2008,A267,ERR331258,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_2_IndoA140_2010,A140,ERR326598,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_3_IndoA268_2009,A268,ERR326599,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_5_IndoA271_2009,A271,ERR326601,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_6_IndoA272_2010,A272,ERR326602,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_7_IndoA273_2009,A273,ERR326603,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_8_IndoA274_2006,A274,ERR326604,2006,Asia,Southeast Asia,Indonesia,Blood
9953_5_9_IndoA275_2009,A275,ERR326605,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_10_IndoA276_2008,A276,ERR326606,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_11_IndoA277_2009,A277,ERR326607,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_12_IndoA278_2009,A278,ERR326608,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_14_IndoA281_2008,A281,ERR326610,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_15_IndoA282_2010,A282,ERR326611,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_16_IndoA283_2010,A283,ERR326612,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_17_IndoA284_2011,A284,ERR326613,2011,Asia,Southeast Asia,Indonesia,Blood
9953_5_18_IndoA285_2010,A285,ERR326614,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_19_IndoA286_2010,A286,ERR326615,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_20_IndoA287_2008,A287,ERR326616,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_22_IndoA340_2010,A340,ERR326618,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_23_IndoA341_2008,A341,ERR326619,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_26_IndoA344-1st_2010,A344-1st,ERR326622,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_27_IndoA347_2007,A347,ERR326623,2007,Asia,Southeast Asia,Indonesia,Blood
9953_5_28_IndoA348_2012,A348,ERR326624,2012,Asia,Southeast Asia,Indonesia,Blood
9953_5_29_IndoA350_2010,A350,ERR326625,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_30_IndoA352_2010,A352,ERR326626,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_31_IndoA354_2011,A354,ERR326627,2011,Asia,Southeast Asia,Indonesia,Blood
9953_5_33_IndoA356_2010,A356,ERR326629,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_34_IndoA357_2009,A357,ERR326630,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_35_IndoA358_2009,A358,ERR326631,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_36_IndoA359_2010,A359,ERR326632,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_37_IndoA360_2009,A360,ERR326633,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_38_IndoA363_2009,A363,ERR326634,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_39_IndoA365_2007,A365,ERR326635,2007,Asia,Southeast Asia,Indonesia,Blood
9953_5_40_IndoA366_2009,A366,ERR326636,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_41_IndoA368_2009,A368,ERR326637,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_42_IndoA369_2008,A369,ERR326638,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_43_IndoA370_2010,A370,ERR326639,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_44_IndoA373_2008,A373,ERR326640,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_45_IndoA374_2008,A374,ERR326641,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_46_IndoA375_2005,A375,ERR326642,2005,Asia,Southeast Asia,Indonesia,Blood
9953_5_48_IndoA377_2010,A377,ERR326644,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_49_IndoA378_2008,A378,ERR326645,2008,Asia,Southeast Asia,Indonesia,Blood
9953_5_50_IndoA379_2010,A379,ERR326646,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_51_IndoA380_2006,A380,ERR326647,2006,Asia,Southeast Asia,Indonesia,Blood
9953_5_52_IndoA382_2009,A382,ERR326648,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_53_IndoA385_2012,A385,ERR326649,2012,Asia,Southeast Asia,Indonesia,Blood
9953_5_54_IndoA389_2006,A389,ERR326650,2006,Asia,Southeast Asia,Indonesia,Blood
9953_5_55_IndoA390_2007,A390,ERR326651,2007,Asia,Southeast Asia,Indonesia,Blood
9953_5_56_IndoA392_2010,A392,ERR326652,2010,Asia,Southeast Asia,Indonesia,Blood
9953_5_57_IndoA394_2007,A394,ERR326653,2007,Asia,Southeast Asia,Indonesia,Blood
9953_5_58_IndoA395_2009,A395,ERR326654,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_59_IndoA396_2009,A396,ERR326655,2009,Asia,Southeast Asia,Indonesia,Blood
9953_5_60_IndoA399_2009,A399,ERR326656,2009,Asia,Southeast Asia,Indonesia,Blood
10060_5_9_IndoA143_2008,A143,ERR331212,2008,Asia,Southeast Asia,Indonesia,Blood
10071_3_74_IndoA102_2005,A102,ERR338050,2005,Asia,Southeast Asia,Indonesia,Blood
10071_3_75_IndoA105_2012,A105,ERR338051,2012,Asia,Southeast Asia,Indonesia,Blood
10071_3_76_IndoA109_2004,A109,ERR338052,2004,Asia,Southeast Asia,Indonesia,Blood
10071_3_82_IndoA122_2005,A122,ERR338058,2005,Asia,Southeast Asia,Indonesia,Blood
10071_3_84_IndoA125_2005,A125,ERR338060,2005,Asia,Southeast Asia,Indonesia,Blood
10071_3_85_IndoA127_2011,A127,ERR338061,2011,Asia,Southeast Asia,Indonesia,Blood
10071_3_86_IndoA128_2008,A128,ERR338062,2008,Asia,Southeast Asia,Indonesia,Blood
10071_3_88_IndoA131_2004,A131,ERR338064,2004,Asia,Southeast Asia,Indonesia,Blood
10071_3_89_IndoA132_2011,A132,ERR338065,2011,Asia,Southeast Asia,Indonesia,Blood
10071_3_91_IndoA135_2004,A135,ERR338067,2004,Asia,Southeast Asia,Indonesia,Blood
10071_3_92_indoA136_2010,A136,ERR338068,2010,Asia,Southeast Asia,Indonesia,Blood
10071_3_93_IndoA137_2008,A137,ERR338069,2008,Asia,Southeast Asia,Indonesia,Blood
10349_1_8_Indo02732_2002,ERL02732                      ,ERR343256,2002,Asia,Southeast Asia,Indonesia,Blood
10349_1_12_Indo034151_2003,ERL034151,ERR343260,2003,Asia,Southeast Asia,Indonesia,Blood
10349_1_43_Indo091092_2009,ERL091092,ERR343291,2009,Asia,Southeast Asia,Indonesia,Blood
10492_1_29_IndoMDUST206_2010,MDUST206,ERR352282,2010,Asia,Southeast Asia,Indonesia,Blood
10492_1_46_IndoMDUST253_2010,MDUST253,ERR352299,2010,Asia,Southeast Asia,Indonesia,Blood
10492_1_49_IndoMDUST257_2010,MDUST257,ERR352302,2010,Asia,Southeast Asia,Indonesia,Blood
10492_1_57_IndoMDUST295_2010,MDUST295,ERR352310,2010,Asia,Southeast Asia,Indonesia,Blood
10492_1_78_IndoMDUST397_2011,MDUST397,ERR352331,2011,Asia,Southeast Asia,Indonesia,Blood
10493_1_16_IndoMDUST150_2012,MDUST150,ERR352441,2012,Asia,Southeast Asia,Indonesia,Blood
10493_1_42_IndoMDUST222_2011,MDUST222,ERR352467,2011,Asia,Southeast Asia,Indonesia,Blood
10493_1_47_IndoMDUST246_2011,MDUST246,ERR352472,2011,Asia,Southeast Asia,Indonesia,Blood
10493_1_48_IndoMDUST250_2010,MDUST250,ERR352473,2010,Asia,Southeast Asia,Indonesia,Blood
10493_1_82_IndoMDUST389_2011,MDUST389,ERR352507,2011,Asia,Southeast Asia,Indonesia,Blood
10541_2_12_IndoMDUST188_2011,MDUST188,ERR352945,2011,Asia,Southeast Asia,Indonesia,Blood
10562_2_20_IndoMDUST192_2011,MDUST192,ERR357775,2011,Asia,Southeast Asia,Indonesia,Blood
10562_2_76_IndoMDUST395_2012,MDUST395,ERR357831,2012,Asia,Southeast Asia,Indonesia,Blood
10562_2_77_Indo_BaliMDUST398_2011,MDUST398,ERR357832,2011,Asia,Southeast Asia,Indonesia,Blood
10593_2_29_Indo76-1406_1976,76-1406,ERR360642,1976,Asia,Southeast Asia,Indonesia,Blood
10593_2_83_IndoE00-6172  _2000,E00-6172  ,ERR360696,2000,Asia,Southeast Asia,Indonesia,Blood
10349_1_4_Indo024120_2002,ERL024120                     ,ERR343252,2002,Asia,Southeast Asia,Indonesia,Stool
10562_2_72_IndoMDUST384_2011,MDUST384,ERR357827,2011,Asia,Southeast Asia,Indonesia,Stool
10060_6_85_IraqH062640481_2006,H062640481,ERR331382,2006,Asia,Western Asia,Iraq,Blood
10060_6_86_IraqH094620494_2009,H094620494,ERR331383,2009,Asia,Western Asia,Iraq,Blood
10060_6_87_IraqH083520583_2008,H083520583,ERR331384,2008,Asia,Western Asia,Iraq,Blood
10060_6_88_IraqH104280445_2010,H104280445,ERR331385,2010,Asia,Western Asia,Iraq,Blood
10060_6_89_IraqH075080543_2007,H075080543,ERR331386,2007,Asia,Western Asia,Iraq,Blood
10060_6_91_IraqH084140247_2008,H084140247,ERR331388,2008,Asia,Western Asia,Iraq,Blood
10060_6_92_IraqH094320403_2009,H094320403,ERR331389,2009,Asia,Western Asia,Iraq,Blood
10060_6_93_IraqH084260341_2008,H084260341,ERR331390,2008,Asia,Western Asia,Iraq,Blood
10492_1_70_IraqMDUST366_2011,MDUST366,ERR352323,2011,Asia,Western Asia,Iraq,Blood
10492_1_73_IraqMDUST386_2011,MDUST386,ERR352326,2011,Asia,Western Asia,Iraq,Blood
10060_6_90_IraqH094420550_2009,H094420550,ERR331387,2009,Asia,Western Asia,Iraq,Stool
10060_6_1_LaoLNT757_2009,LNT757,ERR331298,2009,Asia,Southeast Asia,Laos,Blood
10060_6_3_LaoLNT899_2009,LNT899,ERR331300,2009,Asia,Southeast Asia,Laos,Blood
10060_6_4_LaoLPB866_2008,LPB866,ERR331301,2008,Asia,Southeast Asia,Laos,Blood
10060_6_5_LaoST716_2008,ST716,ERR331302,2008,Asia,Southeast Asia,Laos,Blood
10060_6_6_LaoSV108_2008,SV108,ERR331303,2008,Asia,Southeast Asia,Laos,Blood
10060_6_7_LaoSV170_2009,SV170,ERR331304,2009,Asia,Southeast Asia,Laos,Blood
10060_6_8_LaoSV171_2009,SV171,ERR331305,2009,Asia,Southeast Asia,Laos,Blood
10060_6_9_LaoSV179_2009,SV179,ERR331306,2009,Asia,Southeast Asia,Laos,Blood
10060_6_10_LaoSV200_2009,SV200,ERR331307,2009,Asia,Southeast Asia,Laos,Blood
10060_6_11_LaoSV211_2009,SV211,ERR331308,2009,Asia,Southeast Asia,Laos,Blood
10060_6_12_LaoSV357_2009,SV357,ERR331309,2009,Asia,Southeast Asia,Laos,Blood
10060_6_13_LaoSV430_2009,SV430,ERR331310,2009,Asia,Southeast Asia,Laos,Blood
10060_6_14_LaoSV431_2009,SV431,ERR331311,2009,Asia,Southeast Asia,Laos,Blood
10060_6_15_LaoSV500_2010,SV500,ERR331312,2010,Asia,Southeast Asia,Laos,Blood
10060_6_16_LaoSV547_2010,SV547,ERR331313,2010,Asia,Southeast Asia,Laos,Blood
10060_6_17_LaoSV552_2010,SV552,ERR331314,2010,Asia,Southeast Asia,Laos,Blood
10060_6_18_LaoSV610_2010,SV610,ERR331315,2010,Asia,Southeast Asia,Laos,Blood
10060_6_19_LaoUI10006_2007,UI10006,ERR331316,2007,Asia,Southeast Asia,Laos,Blood
10060_6_20_LaoUI10788_2007,UI10788,ERR331317,2007,Asia,Southeast Asia,Laos,Blood
10060_6_21_LaoUI11483_2008,UI11483,ERR331318,2008,Asia,Southeast Asia,Laos,Blood
10060_6_22_LaoUI11562_2008,UI11562,ERR331319,2008,Asia,Southeast Asia,Laos,Blood
10060_6_23_LaoUI11955_2008,UI11955,ERR331320,2008,Asia,Southeast Asia,Laos,Blood
10060_6_24_LaoUI12162_2008,UI12162,ERR331321,2008,Asia,Southeast Asia,Laos,Blood
10060_6_25_LaoUI13529-2_2009,UI13529-2,ERR331322,2009,Asia,Southeast Asia,Laos,Blood
10060_6_26_LaoUI13599_2009,UI13599,ERR331323,2009,Asia,Southeast Asia,Laos,Blood
10060_6_27_LaoUI13797_2009,UI13797,ERR331324,2009,Asia,Southeast Asia,Laos,Blood
10060_6_28_LaoUI13823_2009,UI13823,ERR331325,2009,Asia,Southeast Asia,Laos,Blood
10060_6_29_LaoUI14191/3_2009,UI14191/3,ERR331326,2009,Asia,Southeast Asia,Laos,Blood
10060_6_30_LaoUI14598_2009,UI14598,ERR331327,2009,Asia,Southeast Asia,Laos,Blood
10060_6_31_LaoUI15075_2008,UI15075,ERR331328,2008,Asia,Southeast Asia,Laos,Blood
10060_6_32_LaoUI16161_2010,UI16161,ERR331329,2010,Asia,Southeast Asia,Laos,Blood
10060_6_33_LaoUI16704_2010,UI16704,ERR331330,2010,Asia,Southeast Asia,Laos,Blood
10060_6_34_LaoUI17187_2010,UI17187,ERR331331,2010,Asia,Southeast Asia,Laos,Blood
10060_6_35_LaoUI17614_2010,UI17614,ERR331332,2010,Asia,Southeast Asia,Laos,Blood
10060_6_36_LaoUI3398_2003,UI3398,ERR331333,2003,Asia,Southeast Asia,Laos,Blood
10060_6_37_LaoUI3446_2003,UI3446,ERR331334,2003,Asia,Southeast Asia,Laos,Blood
10060_6_38_LaoUI3452_2003,UI3452,ERR331335,2003,Asia,Southeast Asia,Laos,Blood
10060_6_39_LaoUI3492_2003,UI3492,ERR331336,2003,Asia,Southeast Asia,Laos,Blood
10060_6_40_LaoUI3564_2003,UI3564,ERR331337,2003,Asia,Southeast Asia,Laos,Blood
10060_6_42_LaoUI3608_2003,UI3608,ERR331339,2003,Asia,Southeast Asia,Laos,Blood
10060_6_43_LaoUI3744_2003,UI3744,ERR331340,2003,Asia,Southeast Asia,Laos,Blood
10060_6_44_LaoUI3753_2003,UI3753,ERR331341,2003,Asia,Southeast Asia,Laos,Blood
10060_6_45_LaoUI3816_2003,UI3816,ERR331342,2003,Asia,Southeast Asia,Laos,Blood
10060_6_46_LaoUI3862_2003,UI3862,ERR331343,2003,Asia,Southeast Asia,Laos,Blood
10060_6_47_LaoUI3915_2003,UI3915,ERR331344,2003,Asia,Southeast Asia,Laos,Blood
10060_6_48_LaoUI3930_2003,UI3930,ERR331345,2003,Asia,Southeast Asia,Laos,Blood
10060_6_49_LaoUI4389_2003,UI4389,ERR331346,2003,Asia,Southeast Asia,Laos,Blood
10060_6_50_LaoUI4639_2003,UI4639,ERR331347,2003,Asia,Southeast Asia,Laos,Blood
10060_6_51_LaoUI4692_2004,UI4692,ERR331348,2004,Asia,Southeast Asia,Laos,Blood
10060_6_52_LaoUI4940_2004,UI4940,ERR331349,2004,Asia,Southeast Asia,Laos,Blood
10060_6_53_LaoUI5026_2004,UI5026,ERR331350,2004,Asia,Southeast Asia,Laos,Blood
10060_6_54_LaoUI5106_2004,UI5106,ERR331351,2004,Asia,Southeast Asia,Laos,Blood
10060_6_55_LaoUI5154_2004,UI5154,ERR331352,2004,Asia,Southeast Asia,Laos,Blood
10060_6_56_LaoUI5275_2004,UI5275,ERR331353,2004,Asia,Southeast Asia,Laos,Blood
10060_6_57_LaoUI5312_2004,UI5312,ERR331354,2004,Asia,Southeast Asia,Laos,Blood
10060_6_58_LaoUI5446_2004,UI5446,ERR331355,2004,Asia,Southeast Asia,Laos,Blood
10060_6_59_LaoUI5557_2004,UI5557,ERR331356,2004,Asia,Southeast Asia,Laos,Blood
10060_6_60_LaoUI5669_2004,UI5669,ERR331357,2004,Asia,Southeast Asia,Laos,Blood
10060_6_61_LaoUI5685-2_2004,UI5685-2,ERR331358,2004,Asia,Southeast Asia,Laos,Blood
10060_6_62_LaoUX229_2009,UX229,ERR331359,2009,Asia,Southeast Asia,Laos,Blood
10060_6_63_LaoUX305_2009,UX305,ERR331360,2009,Asia,Southeast Asia,Laos,Blood
10060_6_64_LaoUX309_2009,UX309,ERR331361,2009,Asia,Southeast Asia,Laos,Blood
10060_6_66_LaoXK1682_2010,XK1682,ERR331363,2010,Asia,Southeast Asia,Laos,Blood
10060_6_67_LaoXK1684_2010,XK1684,ERR331364,2010,Asia,Southeast Asia,Laos,Blood
10060_6_68_LaoXN211_2010,XN211,ERR331365,2010,Asia,Southeast Asia,Laos,Blood
9953_5_61_LaoKM1646_2010,KM1646,ERR326657,2010,Asia,Southeast Asia,Laos,Blood
9953_5_62_LaoKM1647_2010,KM1647,ERR326658,2010,Asia,Southeast Asia,Laos,Blood
9953_5_63_LaoKM1648_2010,KM1648,ERR326659,2010,Asia,Southeast Asia,Laos,Blood
9953_5_64_LaoLNT1197_2009,LNT1197,ERR326660,2009,Asia,Southeast Asia,Laos,Blood
9953_5_65_LaoLNT12_2007,LNT12,ERR326661,2007,Asia,Southeast Asia,Laos,Blood
9953_5_66_LaoLNT13_2007,LNT13,ERR326662,2007,Asia,Southeast Asia,Laos,Blood
9953_5_67_LaoLNT1339_2010,LNT1339,ERR326663,2010,Asia,Southeast Asia,Laos,Blood
9953_5_68_LaoLNT1360_2010,LNT1360,ERR326664,2010,Asia,Southeast Asia,Laos,Blood
9953_5_69_LaoLNT1365_2010,LNT1365,ERR326665,2010,Asia,Southeast Asia,Laos,Blood
9953_5_70_LaoLNT1367-3_2010,LNT1367-3,ERR326666,2010,Asia,Southeast Asia,Laos,Blood
9953_5_71_LaoLNT1374_2010,LNT1374,ERR326667,2010,Asia,Southeast Asia,Laos,Blood
9953_5_72_LaoLNT1377_2010,LNT1377,ERR326668,2010,Asia,Southeast Asia,Laos,Blood
9953_5_73_LaoLNT1378_2010,LNT1378,ERR326669,2010,Asia,Southeast Asia,Laos,Blood
9953_5_74_LaoLNT1426_2010,LNT1426,ERR326670,2010,Asia,Southeast Asia,Laos,Blood
9953_5_75_LaoLNT1497_2010,LNT1497,ERR326671,2010,Asia,Southeast Asia,Laos,Blood
9953_5_76_LaoLNT1480_2010,LNT1480,ERR326672,2010,Asia,Southeast Asia,Laos,Blood
9953_5_77_LaoLNT1516_2010,LNT1516,ERR326673,2010,Asia,Southeast Asia,Laos,Blood
9953_5_78_LaoLNT1542_2010,LNT1542,ERR326674,2010,Asia,Southeast Asia,Laos,Blood
9953_5_80_LaoLNT266_2008,LNT266,ERR326676,2008,Asia,Southeast Asia,Laos,Blood
9953_5_81_LaoLNT279_2008,LNT279,ERR326677,2008,Asia,Southeast Asia,Laos,Blood
9953_5_82_LaoLNT330_2008,LNT330,ERR326678,2008,Asia,Southeast Asia,Laos,Blood
9953_5_83_LaoLNT366_2008,LNT366,ERR326679,2008,Asia,Southeast Asia,Laos,Blood
9953_5_84_LaoLNT375_2008,LNT375,ERR326680,2008,Asia,Southeast Asia,Laos,Blood
9953_5_85_LaoLNT565_2008,LNT565,ERR326681,2008,Asia,Southeast Asia,Laos,Blood
9953_5_86_LaoLNT609_2008,LNT609,ERR326682,2008,Asia,Southeast Asia,Laos,Blood
9953_5_87_LaoLNT659_2008,LNT659,ERR326683,2008,Asia,Southeast Asia,Laos,Blood
9953_5_88_LaoLNT662_2008,LNT662,ERR326684,2008,Asia,Southeast Asia,Laos,Blood
9953_5_89_LaoLNT666_2008,LNT666,ERR326685,2008,Asia,Southeast Asia,Laos,Blood
9953_5_90_LaoLNT670_2008,LNT670,ERR326686,2008,Asia,Southeast Asia,Laos,Blood
9953_5_91_LaoLNT705_2008,LNT705,ERR326687,2008,Asia,Southeast Asia,Laos,Blood
9953_5_92_LaoLNT72_2007,LNT72,ERR326688,2007,Asia,Southeast Asia,Laos,Blood
9953_5_93_LaoLNT722_2008,LNT722,ERR326689,2008,Asia,Southeast Asia,Laos,Blood
10209_5_21_LaoLNT08_2001,LNT 08,ERR340777,2001,Asia,Southeast Asia,Laos,Blood
10209_5_22_LaoLNT1108_2001,LNT1108,ERR340778,2001,Asia,Southeast Asia,Laos,Blood
10209_5_23_LaoLNT1148_2001,LNT1148,ERR340779,2001,Asia,Southeast Asia,Laos,Blood
10209_5_24_LaoLNT22_2001,LNT22,ERR340780,2001,Asia,Southeast Asia,Laos,Blood
10209_5_25_LaoLNT26_2001,LNT26,ERR340781,2001,Asia,Southeast Asia,Laos,Blood
10209_5_26_LaoLNT358_2000,LNT358,ERR340782,2000,Asia,Southeast Asia,Laos,Blood
10209_5_27_LaoUI1059_2001,UI1059,ERR340783,2001,Asia,Southeast Asia,Laos,Blood
10209_5_28_LaoUI1151_2001,UI1151,ERR340784,2001,Asia,Southeast Asia,Laos,Blood
10209_5_29_LaoUI1203_2001,UI1203,ERR340785,2001,Asia,Southeast Asia,Laos,Blood
10209_5_30_LaoUI1236_2001,UI1236,ERR340786,2001,Asia,Southeast Asia,Laos,Blood
10209_5_31_LaoUI1954-12/3_2002,UI1954-12/3,ERR340787,2002,Asia,Southeast Asia,Laos,Blood
10209_5_32_LaoUI1954-2/3_2002,UI1954-2/3,ERR340788,2002,Asia,Southeast Asia,Laos,Blood
10209_5_33_LaoUI1965_2002,UI1965,ERR340789,2002,Asia,Southeast Asia,Laos,Blood
10209_5_34_LaoUI1998_2002,UI1998,ERR340790,2002,Asia,Southeast Asia,Laos,Blood
10209_5_35_LaoUI2000_2002,UI2000,ERR340791,2002,Asia,Southeast Asia,Laos,Blood
10209_5_36_LaoUI2001_2002,UI2001,ERR340792,2002,Asia,Southeast Asia,Laos,Blood
10209_5_37_LaoUI2006_2002,UI2006,ERR340793,2002,Asia,Southeast Asia,Laos,Blood
10209_5_38_LaoUI2063_2002,UI2063,ERR340794,2002,Asia,Southeast Asia,Laos,Blood
10209_5_39_LaoUI2120_2002,UI2120,ERR340795,2002,Asia,Southeast Asia,Laos,Blood
10209_5_41_LaoUI2144_2002,UI2144,ERR340797,2002,Asia,Southeast Asia,Laos,Blood
10209_5_42_LaoUI2152_2002,UI2152,ERR340798,2002,Asia,Southeast Asia,Laos,Blood
10209_5_43_LaoUI2155_2002,UI2155,ERR340799,2002,Asia,Southeast Asia,Laos,Blood
10209_5_44_LaoUI2220_2002,UI2220,ERR340800,2002,Asia,Southeast Asia,Laos,Blood
10209_5_45_LaoUI2351_2002,UI2351,ERR340801,2002,Asia,Southeast Asia,Laos,Blood
10209_5_46_LaoUI247_2000,UI247,ERR340802,2000,Asia,Southeast Asia,Laos,Blood
10209_5_47_LaoUI2591_2002,UI2591,ERR340803,2002,Asia,Southeast Asia,Laos,Blood
10209_5_48_LaoUI2658_2002,UI2658,ERR340804,2002,Asia,Southeast Asia,Laos,Blood
10209_5_49_LaoUI2679_2002,UI2679,ERR340805,2002,Asia,Southeast Asia,Laos,Blood
10209_5_50_LaoUI2824_2002,UI2824,ERR340806,2002,Asia,Southeast Asia,Laos,Blood
10209_5_51_LaoUI286_2000,UI286,ERR340807,2000,Asia,Southeast Asia,Laos,Blood
10209_5_52_LaoUI3146_2002,UI3146,ERR340808,2002,Asia,Southeast Asia,Laos,Blood
10209_5_53_LaoUI315_2000,UI315,ERR340809,2000,Asia,Southeast Asia,Laos,Blood
10209_5_54_LaoUI3151_2002,UI3151,ERR340810,2002,Asia,Southeast Asia,Laos,Blood
10209_5_57_LaoUI3260_2003,UI3260,ERR340811,2003,Asia,Southeast Asia,Laos,Blood
10209_5_58_LaoUI3275_2003,UI3275,ERR340812,2003,Asia,Southeast Asia,Laos,Blood
10209_5_59_LaoUI3313_2003,UI3313,ERR340813,2003,Asia,Southeast Asia,Laos,Blood
10209_5_60_LaoUI3396_2003,UI3396,ERR340814,2003,Asia,Southeast Asia,Laos,Blood
10209_5_61_LaoUI473_2000,UI473,ERR340815,2000,Asia,Southeast Asia,Laos,Blood
